LabelID,LabelAbrv,LabelName,ParentID,IDPath,RegionalName,Count,Volume(mm^3)
354,RMY,Right Medulla,1065,/997/8/343/1065/354/,Right Medulla,1881,3.441
1080,RHIP,Right Hippocampal region,1089,/997/8/567/688/695/1089/1080/,Right Cerebral cortex,1875,7.761
1017,RAN,Right Ansiform lobule,1073,/997/8/512/528/1073/1017/,Right Cerebellum,1545,4.085
928,RCUL,Right Culmen,645,/997/8/512/528/645/928/,Right Cerebellum,1453,3.217
1025,RPRM,Right Paramedian lobule,1073,/997/8/512/528/1073/1025/,Right Cerebellum,1301,1.583
672,RCP,Right Caudoputamen,485,/997/8/567/623/477/485/672/,Right Cerebral nuclei,1255,9.891
771,RP,Right Pons,1065,/997/8/343/1065/771/,Right Pons,1054,1.989
153,RV4r,Right lateral recess,145,/997/73/145/153/,Right ventricular systems,1001,0.275
728,Rarb,Right arbor vitae,960,/997/1009/960/728/,Right fiber tracts,937,2.464
1009,Rfiber tracts,Right fiber tracts,997,/997/1009/,Right fiber tracts,896,1.219
951,RPYR,Right Pyramus (VIII),645,/997/8/512/528/645/951/,Right Cerebellum,884,0.436
822,RRHP,Right Retrohippocampal region,1089,/997/8/567/688/695/1089/822/,Right Cerebral cortex,841,7.35
795,RPAG,Right Periaqueductal gray,323,/997/8/343/313/323/795/,Right Midbrain,781,1.621
607,RCN,Right Cochlear nuclei,386,/997/8/343/1065/354/386/607/,Right Medulla,778,0.455
936,RDEC,Right Declive (VI),645,/997/8/512/528/645/936/,Right Cerebellum,764,1.869
603,Rfi,Right fimbria,1099,/997/1009/991/768/1099/603/,Right fiber tracts,737,0.501
776,Rcc,Right corpus callosum,983,/997/1009/983/776/,Right fiber tracts,731,3.742
957,RUVU,Right Uvula (IX),645,/997/8/512/528/645/957/,Right Cerebellum,712,0.998
313,RMB,Right Midbrain,343,/997/8/343/313/,Right Midbrain,705,1.83
1041,RPFL,Right Paraflocculus,1073,/997/8/512/528/1073/1041/,Right Cerebellum,667,1.923
1007,RSIM,Right Simple lobule,1073,/997/8/512/528/1073/1007/,Right Cerebellum,635,1.947
1033,RCOPY,Right Copula pyramidis,1073,/997/8/512/528/1073/1033/,Right Cerebellum,586,0.822
62,Rmlf,Right medial longitudinal fascicle,832,/997/1009/967/832/62/,Right fiber tracts,566,0.51
1097,RHY,Right Hypothalamus,1129,/997/8/343/1129/1097/,Right Hypothalamus,543,1.123
146,RPRNr,Right Pontine reticular nucleus,1117,/997/8/343/1065/771/1117/146/,Right Pons,540,0.692
453,RSS,Right Somatosensory areas,315,/997/8/567/688/695/315/453/,Right Cerebral cortex,536,6.844
1093,RPRNc,Right Pontine reticular nucleus caudal part,987,/997/8/343/1065/771/987/1093/,Right Pons,458,1.002
500,RMO,Right Somatomotor areas,315,/997/8/567/688/695/315/500/,Right Cerebral cortex,457,10.636
920,RCENT,Right Central lobule,645,/997/8/512/528/645/920/,Right Cerebellum,416,1.729
924,Rcpd,Right cerebal peduncle,784,/997/1009/983/784/924/,Right fiber tracts,412,0.272
507,RMOB,Right Main olfactory bulb,698,/997/8/567/688/695/698/507/,Right Cerebral cortex,401,5.404
968,RNOD,Right Nodulus (X),645,/997/8/512/528/645/968/,Right Cerebellum,396,0.539
679,RCS,Right Superior central nucleus raphe,1117,/997/8/343/1065/771/1117/679/,Right Pons,362,0.28
898,RPCG,Right Pontine central gray,987,/997/8/343/1065/771/987/898/,Right Pons,362,0.253
872,RDR,Right Dorsal nucleus raphe,165,/997/8/343/313/348/165/872/,Right Midbrain,339,0.066
242,RLS,Right Lateral septal nucleus,275,/997/8/567/623/477/275/242/,Right Cerebral nuclei,338,0.844
938,RPGRN,Right Paragigantocellular reticular nucleus,370,/997/8/343/1065/354/370/938/,Right Medulla,324,0.326
194,RLHA,Right Lateral hypothalamic area,290,/997/8/343/1129/1097/290/194/,Right Hypothalamus,316,1.096
944,RFOTU,Right Folium-tuber vermis (VII),645,/997/8/512/528/645/944/,Right Cerebellum,292,0.458
574,RTRN,Right Tegmental reticular nucleus,987,/997/8/343/1065/771/987/574/,Right Pons,284,0.207
307,RMARN,Right Magnocellular reticular nucleus,370,/997/8/343/1065/354/370/307/,Right Medulla,281,0.248
235,RLRN,Right Lateral reticular nucleus,370,/997/8/343/1065/354/370/235/,Right Medulla,274,0.194
301,Rst,Right stria terminalis,768,/997/1009/991/768/301/,Right fiber tracts,260,0.28
931,RPG,Right Pontine gray,987,/997/8/343/1065/771/987/931/,Right Pons,246,0.277
958,REPI,Right Epithalamus,856,/997/8/343/1129/549/856/958/,Right Thalamus,238,0.217
466,Ralv,Right alveus,1099,/997/1009/991/768/1099/466/,Right fiber tracts,227,0.091
136,RIRN,Right Intermediate reticular nucleus,370,/997/8/343/1065/354/370/136/,Right Medulla,224,0.933
549,RTH,Right Thalamus,1129,/997/8/343/1129/549/,Right Thalamus,218,1.579
6,Rint,Right internal capsule,784,/997/1009/983/784/6/,Right fiber tracts,213,1.011
395,RMDRN,Right Medullary reticular nucleus,370,/997/8/343/1065/354/370/395/,Right Medulla,208,0.467
1089,RHPF,Right Hippocampal formation,695,/997/8/567/688/695/1089/,Right Cerebral cortex,206,0.973
56,RACB,Right Nucleus accumbens,493,/997/8/567/623/477/493/56/,Right Cerebral nuclei,194,1.2
342,RSI,Right Substantia innominata,835,/997/8/567/623/803/835/342/,Right Cerebral nuclei,188,0.994
961,RPIR,Right Piriform area,698,/997/8/567/688/695/698/961/,Right Cerebral cortex,186,4.302
381,RSNr,Right Substantia nigra reticular part,323,/997/8/343/313/323/381/,Right Midbrain,171,0.53
477,RSTR,Right Striatum,623,/997/8/567/623/477/,Right Cerebral nuclei,159,0.804
100,RIPN,Right Interpeduncular nucleus,165,/997/8/343/313/348/165/100/,Right Midbrain,155,0.132
31,RACA,Right Anterior cingulate area,315,/997/8/567/688/695/315/31/,Right Cerebral cortex,154,2.21
714,RORB,Right Orbital area,315,/997/8/567/688/695/315/714/,Right Cerebral cortex,146,1.051
