LabelID,LabelAbrv,LabelName,ParentID,IDPath,RegionalName,Mean,Min,Max,Count,Volume(mm^3)
147,RLC,Right Locus ceruleus,1117.0,/997/8/343/1065/771/1117/147/,Right Pons,438.66106,334.09384,440.0,865.0,0.006
280,RB,Right Barrington's nucleus,987.0,/997/8/343/1065/771/987/280/,Right Pons,422.3435,276.72968,440.0,1630.0,0.011
350,RSLC,Right Subceruleus nucleus,1117.0,/997/8/343/1065/771/1117/350/,Right Pons,389.09231,231.16197,440.0,1583.0,0.01
460,RMEV,Right Midbrain trigeminal nucleus,339.0,/997/8/343/313/339/460/,Right Midbrain,387.36663,216.76051,440.0,1250.0,0.008
705,RmtV,Right midbrain tract of the trigeminal nerve,229.0,/997/1009/967/901/229/705/,Right fiber tracts,383.79822,200.57314,440.0,522.0,0.003
358,RSLD,Right Sublaterodorsal nucleus,1117.0,/997/8/343/1065/771/1117/358/,Right Pons,382.32582,200.92226,440.0,4101.0,0.027
911,RIVn,Right trochlear nerve,967.0,/997/1009/967/911/,Right fiber tracts,345.60669,195.25566,440.0,167.0,0.001
12,RIF,Right Interfascicular nucleus raphe,165.0,/997/8/343/313/348/165/12/,Right Midbrain,345.45108,104.51637,440.0,2109.0,0.014
867,RPB,Right Parabrachial nucleus,1132.0,/997/8/343/1065/771/1132/867/,Right Pons,318.47629,134.02426,440.0,43753.0,0.284
595,Rfr,Right fasciculus retroflexus,1083.0,/997/1009/991/824/1083/595/,Right fiber tracts,318.23284,177.81949,440.0,7964.0,0.052
162,RLDT,Right Laterodorsal tegmental nucleus,1117.0,/997/8/343/1065/771/1117/162/,Right Pons,317.7759,52.63752,440.0,5577.0,0.036
749,RVTA,Right Ventral tegmental area,323.0,/997/8/343/313/323/749/,Right Midbrain,313.44457,77.62691,440.0,38052.0,0.247
364,RPSTN,Right Parasubthalamic nucleus,290.0,/997/8/343/1129/1097/290/364/,Right Hypothalamus,310.70038,178.22903,440.0,2664.0,0.017
571,RMTN,Right Midline group of the dorsal thalamus,856.0,/997/8/343/1129/549/856/571/,Right Thalamus,309.85565439993957,41.94217,440.0,59569.0,0.386
51,RILM,Right Intralaminar nuclei of the dorsal thalamus,856.0,/997/8/343/1129/549/856/51/,Right Thalamus,307.7194902430739,107.11467,440.0,62409.0,0.405
591,RCLI,Right Central linear nucleus raphe,165.0,/997/8/343/313/348/165/591/,Right Midbrain,305.89149,111.72717,440.0,4774.0,0.031
444,RMED,Right Medial group of the dorsal thalamus,856.0,/997/8/343/1129/549/856/444/,Right Thalamus,303.4058949401992,111.54589,440.0,87875.0,0.5700000000000001
356,RPST,Right Preparasubthalamic nucleus,290.0,/997/8/343/1129/1097/290/356/,Right Hypothalamus,302.92707,221.50056,379.84283,629.0,0.004
115,RIV,Right Trochlear nucleus,323.0,/997/8/343/313/323/115/,Right Midbrain,301.05074,214.14206,440.0,270.0,0.002
958,REPI,Right Epithalamus,856.0,/997/8/343/1129/549/856/958/,Right Thalamus,299.53612281693216,30.23972,440.0,32081.0,0.208
397,Rvtd,Right ventral tegmental decussation,863.0,/997/1009/1000/863/397/,Right fiber tracts,299.37044,64.9778,440.0,3530.0,0.023
609,RSPA,Right Subparafascicular area,864.0,/997/8/343/1129/549/864/609/,Right Thalamus,295.92522,140.8658,440.0,3036.0,0.02
753,Rpm,Right principal mammillary tract,46.0,/997/1009/991/824/46/753/,Right fiber tracts,295.50418,255.31883,318.08774,6.0,0.0
106,RISN,Right Inferior salivatory nucleus,370.0,/997/8/343/1065/354/370/106/,Right Medulla,292.15459,228.2951,373.33029,299.0,0.002
781,Ry,Right Nucleus y,370.0,/997/8/343/1065/354/370/781/,Right Medulla,284.31261,172.79073,440.0,1018.0,0.007
63,RPVHd,Right Paraventricular hypothalamic nucleus descending division,467.0,/997/8/343/1129/1097/467/63/,Right Hypothalamus,281.74507,39.06187,439.38904,2377.0,0.015
100,RIPN,Right Interpeduncular nucleus,165.0,/997/8/343/313/348/165/100/,Right Midbrain,281.27212,30.74327,440.0,21266.0,0.138
898,RPCG,Right Pontine central gray,987.0,/997/8/343/1065/771/987/898/,Right Pons,277.94271,2.70573,440.0,34022.0,0.22
706,ROP,Right Olivary pretectal nucleus,1100.0,/997/8/343/313/323/1100/706/,Right Midbrain,277.02457,58.00198,440.0,4381.0,0.028
372,RICB,Right Infracerebellar nucleus,370.0,/997/8/343/1065/354/370/372/,Right Medulla,276.69918,169.72244,440.0,416.0,0.003
50,RPRC,Right Precommissural nucleus,795.0,/997/8/343/313/323/795/50/,Right Midbrain,275.00829,137.7438,403.65729,4019.0,0.026
616,RCUN,Right Cuneiform nucleus,323.0,/997/8/343/313/323/616/,Right Midbrain,273.52169,105.18105,426.83389,15746.0,0.102
381,RSNr,Right Substantia nigra reticular part,323.0,/997/8/343/313/323/381/,Right Midbrain,273.13666,128.2771,440.0,79576.0,0.516
1109,RPS,Right Parastrial nucleus,141.0,/997/8/343/1129/1097/141/1109/,Right Hypothalamus,271.53471,170.11856,416.63538,1424.0,0.009
271,RSAG,Right Nucleus sagulum,339.0,/997/8/343/313/339/271/,Right Midbrain,270.88812,172.33417,390.36362,4925.0,0.032
690,Rmtt,Right mammilothalmic tract,46.0,/997/1009/991/824/46/690/,Right fiber tracts,270.48237,133.01045,440.0,8322.0,0.054
374,RSNc,Right Substantia nigra compact part,348.0,/997/8/343/313/348/374/,Right Midbrain,269.64964,98.3798,433.81644,9730.0,0.063
628,RNOT,Right Nucleus of the optic tract,1100.0,/997/8/343/313/323/1100/628/,Right Midbrain,269.53962,126.2562,440.0,3774.0,0.024
802,Rsm,Right stria medullaris,1083.0,/997/1009/991/824/1083/802/,Right fiber tracts,268.86067,77.63363,440.0,14034.0,0.091
765,Rx,Right Nucleus x,370.0,/997/8/343/1065/354/370/765/,Right Medulla,267.10838,165.48592,407.54468,2503.0,0.016
231,RAT,Right Anterior tegmental nucleus,323.0,/997/8/343/313/323/231/,Right Midbrain,266.14612,169.72916,440.0,583.0,0.004
194,RLHA,Right Lateral hypothalamic area,290.0,/997/8/343/1129/1097/290/194/,Right Hypothalamus,265.34733,43.66766,440.0,192149.0,1.245
1060,Rdtd,Right doral tegmental decussation,877.0,/997/1009/1000/877/1060/,Right fiber tracts,264.68252,71.20164,440.0,2209.0,0.014
580,RNB,Right Nucleus of the brachium of the inferior colliculus,339.0,/997/8/343/313/339/580/,Right Midbrain,263.55578,125.46395,399.72961,7741.0,0.05
534,RSUT,Right Supratrigeminal nucleus,987.0,/997/8/343/1065/771/987/534/,Right Pons,263.36576,144.90761,440.0,7675.0,0.05
318,RSG,Right Supragenual nucleus,987.0,/997/8/343/1065/771/987/318/,Right Pons,262.59372,158.75182,403.59015,1002.0,0.006
1061,RPPT,Right Posterior pretectal nucleus,1100.0,/997/8/343/313/323/1100/1061/,Right Midbrain,262.13212,186.05753,415.83643,3568.0,0.023
246,RRR,Right Midbrain reticular nucleus retrorubral area,323.0,/997/8/343/313/323/246/,Right Midbrain,261.21812,166.18417,440.0,22359.0,0.145
576,RACVII,Right Accessory facial motor nucleus,370.0,/997/8/343/1065/354/370/576/,Right Medulla,260.1142,191.22728,355.67255,199.0,0.001
757,RVTN,Right Ventral tegmental nucleus,323.0,/997/8/343/313/323/757/,Right Midbrain,257.88554,165.90891,440.0,1730.0,0.011
239,RATN,Right Anterior group of the dorsal thalamus,856.0,/997/8/343/1129/549/856/239/,Right Thalamus,257.6092490234254,70.88609,440.0,122602.0,0.794
