LabelID,LabelAbrv,LabelName,ParentID,IDPath,RegionalName,Mean,Min,Max,Count,Volume(mm^3)
534,RSUT,Right Supratrigeminal nucleus,987.0,/997/8/343/1065/771/987/534/,Right Pons,33.02423,16.84241,43.0,7908.0,0.051
1052,RPPN,Right Pedunculopontine nucleus,348.0,/997/8/343/313/348/1052/,Right Midbrain,30.91977,12.15758,43.0,23214.0,0.15
867,RPB,Right Parabrachial nucleus,1132.0,/997/8/343/1065/771/1132/867/,Right Pons,30.67901,5.99973,43.0,44285.0,0.287
246,RRR,Right Midbrain reticular nucleus retrorubral area,323.0,/997/8/343/313/323/246/,Right Midbrain,29.66129,13.47379,43.0,21201.0,0.137
271,RSAG,Right Nucleus sagulum,339.0,/997/8/343/313/339/271/,Right Midbrain,28.95518,14.49999,43.0,4531.0,0.029
621,RV,Right Motor nucleus of trigeminal,987.0,/997/8/343/1065/771/987/621/,Right Pons,28.865690000000004,13.89503,43.0,19030.0,0.123
350,RSLC,Right Subceruleus nucleus,1117.0,/997/8/343/1065/771/1117/350/,Right Pons,28.547559999999997,13.89503,43.0,1499.0,0.01
616,RCUN,Right Cuneiform nucleus,323.0,/997/8/343/313/323/616/,Right Midbrain,28.44008,13.55253,43.0,15418.0,0.1
326,Rscp,Right superior cerebelar peduncles,752.0,/997/1009/960/752/326/,Right fiber tracts,28.40659,7.44717,43.0,23123.0,0.15
874,RPBG,Right Parabigeminal nucleus,339.0,/997/8/343/313/339/874/,Right Midbrain,28.39976,13.4213,43.0,4572.0,0.03
658,Rll,Right lateral lemniscus,948.0,/997/1009/967/933/948/658/,Right fiber tracts,27.55856,1.99991,43.0,48151.0,0.312
846,RDN,Right Dentate nucleus,519.0,/997/8/512/519/846/,Right Cerebellum,27.50557,13.55253,43.0,17636.0,0.114
14,Rim,Right internal medullary lamina of the thalamus,896.0,/997/1009/983/896/14/,Right fiber tracts,27.23374,23.65771,35.05286,17.0,0.0
705,RmtV,Right midbrain tract of the trigeminal nerve,229.0,/997/1009/967/901/229/705/,Right fiber tracts,27.16806,17.84236,43.0,495.0,0.003
214,RRN,Right Red nucleus,323.0,/997/8/343/313/323/214/,Right Midbrain,26.82939,10.3158,43.0,31308.0,0.203
128,RMRN,Right Midbrain reticular nucleus,323.0,/997/8/343/313/323/128/,Right Midbrain,26.81296,7.28969,43.0,248143.0,1.608
381,RSNr,Right Substantia nigra reticular part,323.0,/997/8/343/313/323/381/,Right Midbrain,26.50053,3.55233,43.0,92923.0,0.602
358,RSLD,Right Sublaterodorsal nucleus,1117.0,/997/8/343/1065/771/1117/358/,Right Pons,26.44667,12.68446,43.0,3974.0,0.026
460,RMEV,Right Midbrain trigeminal nucleus,339.0,/997/8/343/313/339/460/,Right Midbrain,26.40692,13.36815,43.0,1221.0,0.008
374,RSNc,Right Substantia nigra compact part,348.0,/997/8/343/313/348/374/,Right Midbrain,26.37673,6.5791,43.0,10407.0,0.067
215,RAPN,Right Anterior pretectal nucleus,1100.0,/997/8/343/313/323/1100/215/,Right Midbrain,26.224709999999998,9.00024,43.0,61217.0,0.397
911,RIVn,Right trochlear nerve,967.0,/997/1009/967/911/,Right fiber tracts,25.9774,17.89485,42.00005,171.0,0.001
91,RIP,Right Interposed nucleus,519.0,/997/8/512/519/91/,Right Cerebellum,25.97097,5.78976,43.0,42531.0,0.276
1061,RPPT,Right Posterior pretectal nucleus,1100.0,/997/8/343/313/323/1100/1061/,Right Midbrain,25.86412,11.78949,43.0,3807.0,0.025
