LabelID,LabelAbrv,LabelName,ParentID,IDPath,RegionalName,Mean,Min,Max,Count,Volume(mm^3)
147,RLC,Right Locus ceruleus,1117.0,/997/8/343/1065/771/1117/147/,Right Pons,269.63665,235.64386,270.0,853.0,0.006
280,RB,Right Barrington's nucleus,987.0,/997/8/343/1065/771/987/280/,Right Pons,265.24911,156.37216,270.0,1629.0,0.011
350,RSLC,Right Subceruleus nucleus,1117.0,/997/8/343/1065/771/1117/350/,Right Pons,255.55204,151.39116,270.0,1365.0,0.009
460,RMEV,Right Midbrain trigeminal nucleus,339.0,/997/8/343/313/339/460/,Right Midbrain,243.41021,139.79767,270.0,1176.0,0.008
705,RmtV,Right midbrain tract of the trigeminal nerve,229.0,/997/1009/967/901/229/705/,Right fiber tracts,242.63861,150.46829,270.0,490.0,0.003
358,RSLD,Right Sublaterodorsal nucleus,1117.0,/997/8/343/1065/771/1117/358/,Right Pons,236.6891,120.06317,270.0,3685.0,0.024
911,RIVn,Right trochlear nerve,967.0,/997/1009/967/911/,Right fiber tracts,220.09088,132.46829,270.0,154.0,0.001
867,RPB,Right Parabrachial nucleus,1132.0,/997/8/343/1065/771/1132/867/,Right Pons,206.44915,71.31197,270.0,41924.0,0.272
162,RLDT,Right Laterodorsal tegmental nucleus,1117.0,/997/8/343/1065/771/1117/162/,Right Pons,199.33367,103.44747,270.0,5930.0,0.038
372,RICB,Right Infracerebellar nucleus,370.0,/997/8/343/1065/354/370/372/,Right Medulla,197.33688,125.80225,270.0,376.0,0.002
364,RPSTN,Right Parasubthalamic nucleus,290.0,/997/8/343/1129/1097/290/364/,Right Hypothalamus,195.37288,61.45708,270.0,2595.0,0.017
595,Rfr,Right fasciculus retroflexus,1083.0,/997/1009/991/824/1083/595/,Right fiber tracts,189.61154,113.4548,270.0,8259.0,0.054
781,Ry,Right Nucleus y,370.0,/997/8/343/1065/354/370/781/,Right Medulla,188.82868,110.51316,268.54565,932.0,0.006
749,RVTA,Right Ventral tegmental area,323.0,/997/8/343/313/323/749/,Right Midbrain,183.20686,40.33005,270.0,39597.0,0.257
51,RILM,Right Intralaminar nuclei of the dorsal thalamus,856.0,/997/8/343/1129/549/856/51/,Right Thalamus,182.57660200929857,16.29847,270.0,59364.0,0.38400000000000006
898,RPCG,Right Pontine central gray,987.0,/997/8/343/1065/771/987/898/,Right Pons,182.42124,2.87984,270.0,35505.0,0.23
534,RSUT,Right Supratrigeminal nucleus,987.0,/997/8/343/1065/771/987/534/,Right Pons,181.56364000000002,116.79607,270.0,7217.0,0.047
106,RISN,Right Inferior salivatory nucleus,370.0,/997/8/343/1065/354/370/106/,Right Medulla,181.00494,134.00092,231.40443,244.0,0.002
628,RNOT,Right Nucleus of the optic tract,1100.0,/997/8/343/313/323/1100/628/,Right Midbrain,179.85005,75.26299,270.0,3422.0,0.022
765,Rx,Right Nucleus x,370.0,/997/8/343/1065/354/370/765/,Right Medulla,176.14813,99.65713,268.56625,2144.0,0.014
203,RLIN,Right Linear nucleus of the medulla,370.0,/997/8/343/1065/354/370/203/,Right Medulla,173.83428,122.44862,263.83246,1160.0,0.008
374,RSNc,Right Substantia nigra compact part,348.0,/997/8/343/313/348/374/,Right Midbrain,173.32503,57.01167,270.0,10106.0,0.065
56,RACB,Right Nucleus accumbens,493.0,/997/8/567/623/477/493/56/,Right Cerebral nuclei,172.42548,62.34287,270.0,224077.0,1.452
621,RV,Right Motor nucleus of trigeminal,987.0,/997/8/343/1065/771/987/621/,Right Pons,172.41164,100.81895,270.0,16578.0,0.107
616,RCUN,Right Cuneiform nucleus,323.0,/997/8/343/313/323/616/,Right Midbrain,172.3932,72.13596,270.0,14969.0,0.097
66,RLT,Right Lateral terminal nucleus of the accessory optic tract,323.0,/997/8/343/313/323/66/,Right Midbrain,172.05332,108.0824,246.62761,212.0,0.001
326,Rscp,Right superior cerebelar peduncles,752.0,/997/1009/960/752/326/,Right fiber tracts,171.11764,77.82971,270.0,21499.0,0.139
271,RSAG,Right Nucleus sagulum,339.0,/997/8/343/313/339/271/,Right Midbrain,170.96857,108.98466,240.1799,4417.0,0.029
444,RMED,Right Medial group of the dorsal thalamus,856.0,/997/8/343/1129/549/856/444/,Right Thalamus,170.9499791535219,22.01694,270.0,83747.0,0.544
318,RSG,Right Supragenual nucleus,987.0,/997/8/343/1065/771/987/318/,Right Pons,170.08631,90.70863,265.71527,1088.0,0.007
381,RSNr,Right Substantia nigra reticular part,323.0,/997/8/343/313/323/381/,Right Midbrain,170.00201,52.43443,270.0,92958.0,0.602
1061,RPPT,Right Posterior pretectal nucleus,1100.0,/997/8/343/313/323/1100/1061/,Right Midbrain,169.29622,116.16983,256.81207,2854.0,0.018
958,REPI,Right Epithalamus,856.0,/997/8/343/1129/549/856/958/,Right Thalamus,168.65855006666197,22.02518,270.0,28502.0,0.184
634,RNPC,Right Nucleus of the posterior commissure,1100.0,/997/8/343/313/323/1100/634/,Right Midbrain,168.63278,25.75372,269.78165,11239.0,0.073
