LabelID,LabelAbrv,LabelName,ParentID,IDPath,RegionalName,Mean,Min,Max,Count,Volume(mm^3)
621,RV,Right Motor nucleus of trigeminal,987.0,/997/8/343/1065/771/987/621/,Right Pons,38.38012,17.2,51.0,19767.0,0.128
534,RSUT,Right Supratrigeminal nucleus,987.0,/997/8/343/1065/771/987/534/,Right Pons,37.65558,19.0,51.0,8477.0,0.055
214,RRN,Right Red nucleus,323.0,/997/8/343/313/323/214/,Right Midbrain,37.09208,15.23969,51.0,33210.0,0.215
1052,RPPN,Right Pedunculopontine nucleus,348.0,/997/8/343/313/348/1052/,Right Midbrain,36.54804,17.36031,51.0,24825.0,0.161
146,RPRNr,Right Pontine reticular nucleus,1117.0,/997/8/343/1065/771/1117/146/,Right Pons,35.68557,2.0,51.0,153178.0,0.993
106,RISN,Right Inferior salivatory nucleus,370.0,/997/8/343/1065/354/370/106/,Right Medulla,35.4443,23.96031,51.0,362.0,0.002
616,RCUN,Right Cuneiform nucleus,323.0,/997/8/343/313/323/616/,Right Midbrain,34.79184,14.96031,51.0,15592.0,0.101
867,RPB,Right Parabrachial nucleus,1132.0,/997/8/343/1065/771/1132/867/,Right Pons,34.70245,13.16031,51.0,45698.0,0.296
246,RRR,Right Midbrain reticular nucleus retrorubral area,323.0,/997/8/343/313/323/246/,Right Midbrain,34.26882,14.31984,51.0,22935.0,0.149
374,RSNc,Right Substantia nigra compact part,348.0,/997/8/343/313/348/374/,Right Midbrain,33.9938,2.0,51.0,10800.0,0.07
128,RMRN,Right Midbrain reticular nucleus,323.0,/997/8/343/313/323/128/,Right Midbrain,33.83131,7.4,51.0,253170.0,1.641
350,RSLC,Right Subceruleus nucleus,1117.0,/997/8/343/1065/771/1117/350/,Right Pons,33.62755,19.43969,50.36031,1582.0,0.01
628,RNOT,Right Nucleus of the optic tract,1100.0,/997/8/343/313/323/1100/628/,Right Midbrain,33.2695,17.16031,50.43969,3546.0,0.023
705,RmtV,Right midbrain tract of the trigeminal nerve,229.0,/997/1009/967/901/229/705/,Right fiber tracts,33.06604,22.2,50.6,513.0,0.003
326,Rscp,Right superior cerebelar peduncles,752.0,/997/1009/960/752/326/,Right fiber tracts,32.9025,11.63969,51.0,24233.0,0.157
381,RSNr,Right Substantia nigra reticular part,323.0,/997/8/343/313/323/381/,Right Midbrain,32.84982,3.0,51.0,89291.0,0.579
364,RPSTN,Right Parasubthalamic nucleus,290.0,/997/8/343/1129/1097/290/364/,Right Hypothalamus,32.72304,18.91984,51.0,2972.0,0.019
358,RSLD,Right Sublaterodorsal nucleus,1117.0,/997/8/343/1065/771/1117/358/,Right Pons,32.72289,13.0,51.0,4025.0,0.026
287,RBAC,Right Bed nucleus of the anterior commissure,809.0,/997/8/567/623/803/809/287/,Right Cerebral nuclei,32.53519,21.28016,51.0,474.0,0.003
271,RSAG,Right Nucleus sagulum,339.0,/997/8/343/313/339/271/,Right Midbrain,32.46414,18.43969,50.63969,4218.0,0.027
749,RVTA,Right Ventral tegmental area,323.0,/997/8/343/313/323/749/,Right Midbrain,32.38437,3.36031,51.0,49611.0,0.321
14,Rim,Right internal medullary lamina of the thalamus,896.0,/997/1009/983/896/14/,Right fiber tracts,32.36956,25.28016,43.31984,25.0,0.0
753,Rpm,Right principal mammillary tract,46.0,/997/1009/991/824/46/753/,Right fiber tracts,32.31997,27.31985,36.4,6.0,0.0
215,RAPN,Right Anterior pretectal nucleus,1100.0,/997/8/343/313/323/1100/215/,Right Midbrain,32.23742,8.31984,51.0,55051.0,0.357
658,Rll,Right lateral lemniscus,948.0,/997/1009/967/933/948/658/,Right fiber tracts,32.2182,2.0,51.0,44809.0,0.29
