LabelID,LabelAbrv,LabelName,ParentID,IDPath,RegionalName,Mean,Min,Max,Count,Volume(mm^3)
147,RLC,Right Locus ceruleus,1117.0,/997/8/343/1065/771/1117/147/,Right Pons,204.38889,125.69955,205.0,802.0,0.005
280,RB,Right Barrington's nucleus,987.0,/997/8/343/1065/771/987/280/,Right Pons,164.14106,55.27665,205.0,1549.0,0.01
350,RSLC,Right Subceruleus nucleus,1117.0,/997/8/343/1065/771/1117/350/,Right Pons,162.22599,89.15709,205.0,1393.0,0.009
460,RMEV,Right Midbrain trigeminal nucleus,339.0,/997/8/343/313/339/460/,Right Midbrain,161.69358,71.32693,205.0,1119.0,0.007
705,RmtV,Right midbrain tract of the trigeminal nerve,229.0,/997/1009/967/901/229/705/,Right fiber tracts,159.39011,82.62875,205.0,463.0,0.003
106,RISN,Right Inferior salivatory nucleus,370.0,/997/8/343/1065/354/370/106/,Right Medulla,159.3741,111.63561,201.39642,333.0,0.002
372,RICB,Right Infracerebellar nucleus,370.0,/997/8/343/1065/354/370/372/,Right Medulla,158.52805,88.65347,205.0,436.0,0.003
358,RSLD,Right Sublaterodorsal nucleus,1117.0,/997/8/343/1065/771/1117/358/,Right Pons,156.61832000000004,75.85329,205.0,3592.0,0.023
867,RPB,Right Parabrachial nucleus,1132.0,/997/8/343/1065/771/1132/867/,Right Pons,152.33836,75.54047,205.0,42794.0,0.277
356,RPST,Right Preparasubthalamic nucleus,290.0,/997/8/343/1129/1097/290/356/,Right Hypothalamus,149.72646,107.02792,204.10849,498.0,0.003
781,Ry,Right Nucleus y,370.0,/997/8/343/1065/354/370/781/,Right Medulla,145.52134999999998,77.05135,205.0,989.0,0.006
911,RIVn,Right trochlear nerve,967.0,/997/1009/967/911/,Right fiber tracts,144.08194,86.08842,205.0,168.0,0.001
534,RSUT,Right Supratrigeminal nucleus,987.0,/997/8/343/1065/771/987/534/,Right Pons,143.29574,82.15327,205.0,7982.0,0.052
765,Rx,Right Nucleus x,370.0,/997/8/343/1065/354/370/765/,Right Medulla,142.68487,75.6437,205.0,2419.0,0.016
135,RAMB,Right Nucleus ambiguus,370.0,/997/8/343/1065/354/370/135/,Right Medulla,141.8535226627219,74.57076,205.0,2028.0,0.013000000000000001
