LabelID,LabelAbrv,LabelName,ParentID,IDPath,RegionalName,Mean,Min,Max,Count,Volume(mm^3)
1052,RPPN,Right Pedunculopontine nucleus,348.0,/997/8/343/313/348/1052/,Right Midbrain,21.80468,7.41176,35.0,32619.0,0.211
1022,RGPe,Right Globus pallidus external segment,818.0,/997/8/567/623/803/818/1022/,Right Cerebral nuclei,21.51992,8.96056,35.0,81157.0,0.526
1092,Rem,Right external medullary lamina of the thalamus,896.0,/997/1009/983/896/1092/,Right fiber tracts,21.42969,9.96086,35.0,3715.0,0.024
1031,RGPi,Right Globus pallidus internal segment,818.0,/997/8/567/623/803/818/1031/,Right Cerebral nuclei,21.36472,8.47082,35.0,20860.0,0.135
470,RSTN,Right Subthalamic nucleus,290.0,/997/8/343/1129/1097/290/470/,Right Hypothalamus,21.32976,8.74533,35.0,10600.0,0.069
534,RSUT,Right Supratrigeminal nucleus,987.0,/997/8/343/1065/771/987/534/,Right Pons,21.16214,9.21584,35.0,10309.0,0.067
271,RSAG,Right Nucleus sagulum,339.0,/997/8/343/313/339/271/,Right Midbrain,21.14967,9.68635,35.0,6253.0,0.041
6,Rint,Right internal capsule,784.0,/997/1009/983/784/6/,Right fiber tracts,20.99277,4.76493,35.0,142330.0,0.922
621,RV,Right Motor nucleus of trigeminal,987.0,/997/8/343/1065/771/987/621/,Right Pons,20.95569,8.25505,35.0,23313.0,0.151
215,RAPN,Right Anterior pretectal nucleus,1100.0,/997/8/343/313/323/1100/215/,Right Midbrain,20.95551,7.78454,35.0,80249.0,0.52
616,RCUN,Right Cuneiform nucleus,323.0,/997/8/343/313/323/616/,Right Midbrain,20.94736,7.43153,35.0,19741.0,0.128
637,RVENT,Right Ventral group of the dorsal thalamus,864.0,/997/8/343/1129/549/864/637/,Right Thalamus,20.927823207739394,6.48997,35.0,242448.0,1.571
246,RRR,Right Midbrain reticular nucleus retrorubral area,323.0,/997/8/343/313/323/246/,Right Midbrain,20.8734,7.3135,35.0,32417.0,0.21
262,RRT,Right Reticular nucleus of the thalamus,856.0,/997/8/343/1129/549/856/262/,Right Thalamus,20.86145,7.47051,35.0,79206.0,0.513
138,RLAT,Right Lateral group of the dorsal thalamus,856.0,/997/8/343/1129/549/856/138/,Right Thalamus,20.663372371576894,6.41199,35.0,165274.0,1.071
797,RZI,Right Zona incerta,290.0,/997/8/343/1129/1097/290/797/,Right Hypothalamus,20.644890632863547,6.00023,35.0,92595.0,0.6
128,RMRN,Right Midbrain reticular nucleus,323.0,/997/8/343/313/323/128/,Right Midbrain,20.51903,2.00008,35.0,327209.0,2.12
580,RNB,Right Nucleus of the brachium of the inferior colliculus,339.0,/997/8/343/313/339/580/,Right Midbrain,20.39167,8.17655,35.0,9762.0,0.063
214,RRN,Right Red nucleus,323.0,/997/8/343/313/323/214/,Right Midbrain,20.39114,7.25475,35.0,41276.0,0.267
374,RSNc,Right Substantia nigra compact part,348.0,/997/8/343/313/348/374/,Right Midbrain,20.37608,6.39223,35.0,13718.0,0.089
1008,RGENd,Right Geniculate group dorsal thalamus,864.0,/997/8/343/1129/549/864/1008/,Right Thalamus,20.157778102595483,7.66651,35.0,78444.0,0.508
301,Rst,Right stria terminalis,768.0,/997/1009/991/768/301/,Right fiber tracts,20.02372,7.01976,35.0,42072.0,0.273
406,RSPF,Right Subparafascicular nucleus,864.0,/997/8/343/1129/549/864/406/,Right Thalamus,19.993703921640126,6.00023,35.0,24681.0,0.16
372,RICB,Right Infracerebellar nucleus,370.0,/997/8/343/1065/354/370/372/,Right Medulla,19.93466,9.47059,32.99992,469.0,0.003
781,Ry,Right Nucleus y,370.0,/997/8/343/1065/354/370/781/,Right Medulla,19.91633,12.23545,35.0,1226.0,0.008
867,RPB,Right Parabrachial nucleus,1132.0,/997/8/343/1065/771/1132/867/,Right Pons,19.91279,6.00023,35.0,55740.0,0.361
765,Rx,Right Nucleus x,370.0,/997/8/343/1065/354/370/765/,Right Medulla,19.88556,9.25483,35.0,3344.0,0.022
14,Rim,Right internal medullary lamina of the thalamus,896.0,/997/1009/983/896/14/,Right fiber tracts,19.7271,14.17624,32.58816,24.0,0.0
672,RCP,Right Caudoputamen,485.0,/997/8/567/623/477/485/672/,Right Cerebral nuclei,19.69016,4.00015,35.0,1441200.0,9.339
1014,RGENv,Right Geniculate group ventral thalamus,856.0,/997/8/343/1129/549/856/1014/,Right Thalamus,19.650273105310532,7.17624,35.0,34441.0,0.224
106,RISN,Right Inferior salivatory nucleus,370.0,/997/8/343/1065/354/370/106/,Right Medulla,19.43693,10.05859,35.0,402.0,0.003
628,RNOT,Right Nucleus of the optic tract,1100.0,/997/8/343/313/323/1100/628/,Right Midbrain,19.32636,8.88258,33.98047,4689.0,0.03
91,RIP,Right Interposed nucleus,519.0,/997/8/512/519/91/,Right Cerebellum,19.31654,6.48997,35.0,43150.0,0.28
381,RSNr,Right Substantia nigra reticular part,323.0,/997/8/343/313/323/381/,Right Midbrain,19.25356,3.19585,35.0,113544.0,0.736
303,RBLAa,Right Basolateral amygdalar nucleus anterior part,295.0,/997/8/567/688/703/295/303/,Right Cerebral cortex,19.20123,6.41199,35.0,38012.0,0.246
326,Rscp,Right superior cerebelar peduncles,752.0,/997/1009/960/752/326/,Right fiber tracts,19.03245,6.00023,35.0,27326.0,0.177
536,RCEA,Right Central amygdalar nucleus,278.0,/997/8/567/623/477/278/536/,Right Cerebral nuclei,18.92611,5.19593,35.0,66789.0,0.433
146,RPRNr,Right Pontine reticular nucleus,1117.0,/997/8/343/1065/771/1117/146/,Right Pons,18.87973,2.00008,35.0,165743.0,1.074
549,RTH,Right Thalamus,1129.0,/997/8/343/1129/549/,Right Thalamus,18.85964,0.99977,35.0,277317.0,1.797
658,Rll,Right lateral lemniscus,948.0,/997/1009/967/933/948/658/,Right fiber tracts,18.63753,2.00008,35.0,58728.0,0.381
239,RATN,Right Anterior group of the dorsal thalamus,856.0,/997/8/343/1129/549/856/239/,Right Thalamus,18.61334476972077,4.00015,35.0,126846.0,0.821
66,RLT,Right Lateral terminal nucleus of the accessory optic tract,323.0,/997/8/343/313/323/66/,Right Midbrain,18.53221,11.00015,30.35309,316.0,0.002
884,Ramc,Right amygdalar capsule,768.0,/997/1009/991/768/884/,Right fiber tracts,18.49938,8.66682,35.0,2893.0,0.019
350,RSLC,Right Subceruleus nucleus,1117.0,/997/8/343/1065/771/1117/350/,Right Pons,18.43781,7.99977,34.92149,1860.0,0.012
131,RLA,Right Lateral amygdalar nucleus,703.0,/997/8/567/688/703/131/,Right Cerebral cortex,18.36586,6.17647,35.0,48214.0,0.312
877,Rtsp,Right tectospinal pathway,1000.0,/997/1009/1000/877/,Right fiber tracts,18.34409,0.99977,35.0,9673.0,0.063
356,RPST,Right Preparasubthalamic nucleus,290.0,/997/8/343/1129/1097/290/356/,Right Hypothalamus,18.32363,8.88258,29.78431,622.0,0.004
1044,RPP,Right Peripeduncular nucleus,864.0,/997/8/343/1129/549/864/1044/,Right Thalamus,18.30028,7.47051,35.0,3294.0,0.021
603,Rfi,Right fimbria,1099.0,/997/1009/991/768/1099/603/,Right fiber tracts,18.19327,4.23514,35.0,87452.0,0.567
17,RSCiw,Right Superior colliculus motor related intermediate white layer,294.0,/997/8/343/313/323/294/17/,Right Midbrain,18.14691,0.99977,35.0,131453.0,0.852
908,Ract,Right anterior commissure temporal limb,768.0,/997/1009/991/768/908/,Right fiber tracts,18.14309,4.00015,35.0,9988.0,0.065
749,RVTA,Right Ventral tegmental area,323.0,/997/8/343/313/323/749/,Right Midbrain,18.10403,2.00008,35.0,54640.0,0.354
757,RVTN,Right Ventral tegmental nucleus,323.0,/997/8/343/313/323/757/,Right Midbrain,17.98262,6.90173,35.0,2066.0,0.013
583,RCLA,Right Claustrum,703.0,/997/8/567/688/703/583/,Right Cerebral cortex,17.91624,6.21546,35.0,33217.0,0.215
364,RPSTN,Right Parasubthalamic nucleus,290.0,/997/8/343/1129/1097/290/364/,Right Hypothalamus,17.8059,8.58831,35.0,3001.0,0.019
1061,RPPT,Right Posterior pretectal nucleus,1100.0,/997/8/343/313/323/1100/1061/,Right Midbrain,17.77784,6.78424,34.47074,3177.0,0.021
874,RPBG,Right Parabigeminal nucleus,339.0,/997/8/343/313/339/874/,Right Midbrain,17.73704,4.99992,35.0,5469.0,0.035
311,RBLAp,Right Basolateral amygdalar nucleus posterior part,295.0,/997/8/567/688/703/295/311/,Right Cerebral cortex,17.70868,5.98047,35.0,33921.0,0.22
952,REPd,Right Endopiriform nucleus dorsal part,942.0,/997/8/567/688/703/942/952/,Right Cerebral cortex,17.63908,6.00023,35.0,108054.0,0.7
287,RBAC,Right Bed nucleus of the anterior commissure,809.0,/997/8/567/623/803/809/287/,Right Cerebral nuclei,17.63769,10.64713,29.39231,377.0,0.002
634,RNPC,Right Nucleus of the posterior commissure,1100.0,/997/8/343/313/323/1100/634/,Right Midbrain,17.61526,0.99977,34.70573,11561.0,0.075
653,RVI,Right Abducens nucleus,370.0,/997/8/343/1065/354/370/653/,Right Medulla,17.46621,7.05875,35.0,1449.0,0.009
802,Rsm,Right stria medullaris,1083.0,/997/1009/991/824/1083/802/,Right fiber tracts,17.42506,6.00023,35.0,14262.0,0.092
10,RSCig,Right Superior colliculus motor related intermediate gray layer,294.0,/997/8/343/313/323/294/10/,Right Midbrain,17.399385503635603,0.99977,35.0,165447.0,1.0719999999999998
231,RAT,Right Anterior tegmental nucleus,323.0,/997/8/343/313/323/231/,Right Midbrain,17.33073,3.82338,35.0,737.0,0.005
595,Rfr,Right fasciculus retroflexus,1083.0,/997/1009/991/824/1083/595/,Right fiber tracts,17.32727,4.99992,35.0,8470.0,0.055
846,RDN,Right Dentate nucleus,519.0,/997/8/512/519/846/,Right Cerebellum,17.28309,6.01946,35.0,16110.0,0.104
798,RVIIn,Right facial nerve,967.0,/997/1009/967/798/,Right fiber tracts,17.20793,4.00015,35.0,6166.0,0.04
313,RMB,Right Midbrain,343.0,/997/8/343/313/,Right Midbrain,17.20405,0.99977,35.0,315919.0,2.047
351,RBST,Right Bed nuclei of the stria terminalis,809.0,/997/8/567/623/803/809/351/,Right Cerebral nuclei,17.20037,4.82368,35.0,77903.0,0.505
705,RmtV,Right midbrain tract of the trigeminal nerve,229.0,/997/1009/967/901/229/705/,Right fiber tracts,17.19437,7.25475,34.48997,587.0,0.004
701,RVNC,Right Vestibular nuclei,370.0,/997/8/343/1065/354/370/701/,Right Medulla,17.143096662845153,2.99985,35.0,143922.0,0.933
51,RILM,Right Intralaminar nuclei of the dorsal thalamus,856.0,/997/8/343/1129/549/856/51/,Right Thalamus,17.119009606981646,3.49012,35.0,66460.0,0.42999999999999994
1009,Rfiber tracts,Right fiber tracts,997.0,/997/1009/,Right fiber tracts,16.95276,0.99977,35.0,218426.0,1.415
690,Rmtt,Right mammilothalmic tract,46.0,/997/1009/991/824/46/690/,Right fiber tracts,16.90534,5.21569,35.0,9504.0,0.062
1080,RHIP,Right Hippocampal region,1089.0,/997/8/567/688/695/1089/1080/,Right Cerebral cortex,16.801784954905976,1.35279,35.0,1526588.0,9.891000000000002
358,RSLD,Right Sublaterodorsal nucleus,1117.0,/997/8/343/1065/771/1117/358/,Right Pons,16.74992,6.70573,34.43122,4495.0,0.029
26,RSCdg,Right Superior colliculus motor related deep gray layer,294.0,/997/8/343/313/323/294/26/,Right Midbrain,16.70311,0.99977,35.0,70440.0,0.456
1105,RIA,Right Intercalated amygdalar nucleus,278.0,/997/8/567/623/477/278/1105/,Right Cerebral nuclei,16.68932,5.58846,35.0,10281.0,0.067
278,RsAMY,Right Striatum-like amygdalar nuclei,477.0,/997/8/567/623/477/278/,Right Cerebral nuclei,16.52632,4.00015,35.0,8417.0,0.055
1093,RPRNc,Right Pontine reticular nucleus caudal part,987.0,/997/8/343/1065/771/987/1093/,Right Pons,16.47058,0.99977,35.0,199397.0,1.292
403,RMEA,Right Medial amygdalar nucleus,278.0,/997/8/567/623/477/278/403/,Right Cerebral nuclei,16.44834,4.00015,35.0,89823.0,0.582
703,RCTXsp,Right Cortical subplate,688.0,/997/8/567/688/703/,Right Cerebral cortex,16.43956,2.4316,35.0,73497.0,0.476
67,RINC,Right Interstitial nucleus of Cajal,795.0,/997/8/343/313/323/795/67/,Right Midbrain,16.41389,6.00023,32.49043,2528.0,0.016
460,RMEV,Right Midbrain trigeminal nucleus,339.0,/997/8/343/313/339/460/,Right Midbrain,16.35298,6.52949,33.74495,1380.0,0.009
482,Rbic,Right brachium of the inferior colliculus,948.0,/997/1009/967/933/948/482/,Right fiber tracts,16.33602,4.5684,35.0,19193.0,0.124
